239808	Sun Sep 16 2012 13:02:40 GMT+0200 (CEST)	mysql2
230947	Sun Sep 16 2012 13:02:41 GMT+0200 (CEST)	mysql2
231481	Sun Sep 16 2012 13:02:41 GMT+0200 (CEST)	mysql2
231481	Sun Sep 16 2012 13:02:42 GMT+0200 (CEST)	mysql2
232558	Sun Sep 16 2012 13:02:42 GMT+0200 (CEST)	mysql2
230947	Sun Sep 16 2012 13:02:43 GMT+0200 (CEST)	mysql2
230947	Sun Sep 16 2012 13:02:43 GMT+0200 (CEST)	mysql2
230947	Sun Sep 16 2012 13:02:43 GMT+0200 (CEST)	mysql2
239808	Sun Sep 16 2012 13:02:44 GMT+0200 (CEST)	mysql2
237530	Sun Sep 16 2012 13:02:44 GMT+0200 (CEST)	mysql2
238663	Sun Sep 16 2012 13:02:45 GMT+0200 (CEST)	mysql2
234742	Sun Sep 16 2012 13:02:45 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:46 GMT+0200 (CEST)	mysql2
234742	Sun Sep 16 2012 13:02:46 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:46 GMT+0200 (CEST)	mysql2
234742	Sun Sep 16 2012 13:02:47 GMT+0200 (CEST)	mysql2
230415	Sun Sep 16 2012 13:02:47 GMT+0200 (CEST)	mysql2
230947	Sun Sep 16 2012 13:02:48 GMT+0200 (CEST)	mysql2
234192	Sun Sep 16 2012 13:02:48 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:49 GMT+0200 (CEST)	mysql2
234742	Sun Sep 16 2012 13:02:49 GMT+0200 (CEST)	mysql2
233100	Sun Sep 16 2012 13:02:49 GMT+0200 (CEST)	mysql2
234192	Sun Sep 16 2012 13:02:50 GMT+0200 (CEST)	mysql2
234192	Sun Sep 16 2012 13:02:50 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:51 GMT+0200 (CEST)	mysql2
229885	Sun Sep 16 2012 13:02:51 GMT+0200 (CEST)	mysql2
233100	Sun Sep 16 2012 13:02:52 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:52 GMT+0200 (CEST)	mysql2
233100	Sun Sep 16 2012 13:02:52 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:53 GMT+0200 (CEST)	mysql2
232558	Sun Sep 16 2012 13:02:53 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:54 GMT+0200 (CEST)	mysql2
234742	Sun Sep 16 2012 13:02:54 GMT+0200 (CEST)	mysql2
232558	Sun Sep 16 2012 13:02:55 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:55 GMT+0200 (CEST)	mysql2
232558	Sun Sep 16 2012 13:02:55 GMT+0200 (CEST)	mysql2
230415	Sun Sep 16 2012 13:02:56 GMT+0200 (CEST)	mysql2
233100	Sun Sep 16 2012 13:02:56 GMT+0200 (CEST)	mysql2
233100	Sun Sep 16 2012 13:02:57 GMT+0200 (CEST)	mysql2
234192	Sun Sep 16 2012 13:02:57 GMT+0200 (CEST)	mysql2
232558	Sun Sep 16 2012 13:02:58 GMT+0200 (CEST)	mysql2
233645	Sun Sep 16 2012 13:02:58 GMT+0200 (CEST)	mysql2
232558	Sun Sep 16 2012 13:02:58 GMT+0200 (CEST)	mysql2
234192	Sun Sep 16 2012 13:02:59 GMT+0200 (CEST)	mysql2
