benchmark	number	duration	time	rss	heapUsed	heapTotal	nodeVersion	v8Version	rows	bytes
mysql-libmysqlclient-1.5.1	55	882	1349367991308	626978816	8701304	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	56	883	1349367992245	257814528	7413840	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	57	852	1349367993097	442748928	3930920	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	58	852	1349367993949	627671040	8700376	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	59	833	1349367994823	257826816	7413248	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	60	845	1349367995668	442748928	3930424	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	61	839	1349367996507	628277248	8699912	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	62	834	1349367997381	258433024	7412984	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	63	843	1349367998225	443355136	3930088	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	64	847	1349367999072	628277248	8699544	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	65	829	1349367999942	258433024	7413824	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	66	839	1349368000781	443355136	3931056	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	67	846	1349368001627	628293632	8703840	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	68	831	1349368002500	258449408	7415904	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	69	832	1349368003333	443375616	3935136	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	70	842	1349368004175	628547584	8705904	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	71	846	1349368005061	258703360	7346000	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	72	841	1349368005903	443625472	3863960	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	73	849	1349368006752	630075392	8634648	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	74	846	1349368007598	816386048	5144296	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	75	852	1349368008450	1001619456	9873936	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	76	853	1349368009303	1190285312	6370000	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	77	858	1349368010250	267038720	7348664	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	78	838	1349368011088	452468736	3865744	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	79	859	1349368011947	637394944	8635200	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	80	839	1349368012825	267550720	7346248	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	81	838	1349368013663	452472832	3863392	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	82	833	1349368014496	637394944	8632848	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	83	835	1349368015372	267550720	7346240	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	84	837	1349368016209	452472832	3863320	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	85	836	1349368017046	637394944	8632776	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	86	833	1349368017919	267550720	7346384	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	87	829	1349368018748	452472832	3863504	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	88	832	1349368019580	637394944	8632976	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	89	835	1349368020456	267550720	7346336	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	90	834	1349368021291	452472832	3863584	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	91	837	1349368022128	637394944	8633040	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	92	824	1349368022991	267550720	7345256	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	93	829	1349368023820	452472832	3863184	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	94	832	1349368024653	637394944	8633872	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	95	848	1349368025542	267550720	7345904	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	96	826	1349368026368	452472832	3863896	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	97	840	1349368027208	637394944	8634584	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	98	838	1349368028047	823271424	5144248	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	99	838	1349368028885	1008414720	9873896	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	100	839	1349368029724	1193336832	6369912	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	101	839	1349368030642	268726272	7348344	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	102	839	1349368031481	453660672	3865616	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	103	829	1349368032310	638582784	8635024	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	104	830	1349368033180	268738560	7347872	20811264	0.8.11	3.11.10.22	100000	
mysql-libmysqlclient-1.5.1	105	842	1349368034022	453660672	3865216	20811264	0.8.11	3.11.10.22	100000	
