benchmark	number	duration	time	rss	heapUsed	heapTotal	nodeVersion	v8Version	bytes	rows
new-parser	234	240	1349613849318	291573760	16366760	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	235	242	1349613849560	291573760	6697768	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	236	241	1349613849804	291573760	9544056	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	237	240	1349613850044	291573760	16367240	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	238	242	1349613850286	291573760	6698192	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	239	240	1349613850529	291573760	9537568	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	240	242	1349613850771	291573760	16361584	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	241	242	1349613851013	291573760	6693640	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	242	240	1349613851256	291573760	9537824	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	243	241	1349613851497	291573760	16361720	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	244	241	1349613851738	291573760	6693776	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	245	240	1349613851978	291573760	13506840	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	246	241	1349613852219	291573760	3825784	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	247	243	1349613852462	291573760	10603944	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	248	241	1349613852706	291573760	9551224	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	249	240	1349613852946	291573760	16374128	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	250	241	1349613853187	291573760	6705200	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	251	241	1349613853431	291573760	9544816	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	252	242	1349613853673	291573760	16367760	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	253	241	1349613853914	291573760	6698816	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	254	241	1349613854157	291573760	9544224	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	255	240	1349613854397	291573760	16367144	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	256	241	1349613854638	291573760	6698136	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	257	240	1349613854880	291573760	9544976	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	258	240	1349613855120	291573760	16367760	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	259	242	1349613855362	291573760	6698768	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	260	240	1349613855605	291573760	9544040	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	261	239	1349613855844	291573760	16367288	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	262	241	1349613856085	291573760	6698240	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	263	240	1349613856328	291573760	9537664	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	264	240	1349613856569	291573760	16361616	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	265	241	1349613856810	291573760	6693624	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	266	240	1349613857053	291573760	9538048	37588480	0.8.11	3.11.10.22	180821863	100000
